grant_number,hc_name,hc_type,hq_city,hq_state,hq_zip,operator_type,site_count,active_sites,county_count
H80CS00719,HEART OF TEXAS COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Waco,TX,76707-2291,"Corporate Entity, Federal Tax Exempt",19,19,3
H80CS17157,"REGIONAL HEALTH CARE AFFILIATES, INC.",Federally Qualified Health Center (FQHC),Providence,KY,42450-1268,"Corporate Entity, Federal Tax Exempt",11,11,7
H80CS00775,OUTREACH HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Shubuta,MS,39360-8882,"Corporate Entity, Federal Tax Exempt",5,5,2
H80CS07772,"KENTUCKY MOUNTAIN HEALTH ALLIANCE, INC.",Federally Qualified Health Center (FQHC),Hazard,KY,41701-1920,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00116,"ALIVIO MEDICAL CENTER, INC",Federally Qualified Health Center (FQHC),Chicago,IL,60608-4511,"Corporate Entity, Federal Tax Exempt",10,10,1
H80CS26642,"FIVE-TOWN HEALTH ALLIANCE, INC.",Federally Qualified Health Center (FQHC),Bristol,VT,05443-1043,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS00020,ALABAMA REGIONAL MEDICAL SERVICES,Federally Qualified Health Center (FQHC),Birmingham,AL,35203,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS30718,"SIGNATURE HEALTH, INC",Federally Qualified Health Center (FQHC),Willoughby,OH,44094-9204,"Corporate Entity, Federal Tax Exempt",12,12,3
LALCS55485,CDT G.M.S.P INC.,Federally Qualified Health Center (FQHC) Look-Alike,BAYAMON,PR,00961,NA,4,4,1
H80CS00167,"Mosaic Health, Inc.",Federally Qualified Health Center (FQHC),Rochester,NY,14614-1111,"Corporate Entity, Federal Tax Exempt",8,8,6
H80CS00784,"SAMUEL U. RODGERS HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Kansas City,MO,64124-2323,"Corporate Entity, Federal Tax Exempt",9,9,2
H80CS06658,LITTLE RIVERS HEALTH CARE,Federally Qualified Health Center (FQHC),Newbury,VT,05051-9712,"Corporate Entity, Federal Tax Exempt",15,15,2
H80CS00213,"MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Provo,UT,84606-5056,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS26566,"Jane Pauley Community Health Center, Inc.",Federally Qualified Health Center (FQHC),Indianapolis,IN,46229-2425,"Corporate Entity, Federal Tax Exempt",22,22,6
H80CS00256,"WIRT COUNTY HEALTH SERVICE ASSOCIATION, INC",Federally Qualified Health Center (FQHC),Elizabeth,WV,26143-7425,"Corporate Entity, Federal Tax Exempt",24,24,4
H80CS26591,"CENTER FOR PAN ASIAN COMMUNITY SERVICES, INC.",Federally Qualified Health Center (FQHC),Atlanta,GA,30341-2909,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00064,"ODA PRIMARY HEALTH CARE NETWORK, INC.",Federally Qualified Health Center (FQHC),Brooklyn,NY,11249-7823,"Corporate Entity, Federal Tax Exempt",12,12,2
H80CS00714,PRIMARY CARE HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Pittsburgh,PA,15208-1899,"Corporate Entity, Federal Tax Exempt",18,18,1
H80CS00267,KIAMICHI FAMILY MEDICAL CENTER INC,Federally Qualified Health Center (FQHC),Broken Bow,OK,74728,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS00461,UNIVERSITY OF CALIFORNIA IRVINE,Federally Qualified Health Center (FQHC),Irvine,CA,92697-0001,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00466,SUN LIFE FAMILY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Casa Grande,AZ,85122-6011,"Corporate Entity, Federal Tax Exempt",12,12,2
H80CS00398,DETROIT COMMUNITY HEALTH CONNECTION,Federally Qualified Health Center (FQHC),Detroit,MI,48215-2720,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS06659,"COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION, INC.",Federally Qualified Health Center (FQHC),Bomoseen,VT,05732-9647,"Corporate Entity, Federal Tax Exempt",13,13,2
H80CS10591,"THE COMMUNITY CLINIC, INC.",Federally Qualified Health Center (FQHC),Silver Spring,MD,20910-3405,"Corporate Entity, Federal Tax Exempt",10,10,2
H80CS00620,MIGRANT HEALTH CENTER WESTERN REGION INC,Federally Qualified Health Center (FQHC),Mayagüez,PR,00680,"Corporate Entity, Federal Tax Exempt",26,26,11
H80CS00421,"RURAL HEALTH SERVICES CONSORTIUM, INC",Federally Qualified Health Center (FQHC),Rogersville,TN,37857,"Corporate Entity, Federal Tax Exempt",16,16,8
H80CS00517,"PRIMARY CONNECTION HEALTHCARE, INC",Federally Qualified Health Center (FQHC),Wausau,WI,54403-3492,"Corporate Entity, Federal Tax Exempt",14,14,4
H80CS00540,CLINICA SIERRA VISTA,Federally Qualified Health Center (FQHC),Bakersfield,CA,93301-5220,"Corporate Entity, Federal Tax Exempt",39,39,2
H80CS00556,VALLEY FAMILY HEALTH CARE INC,Federally Qualified Health Center (FQHC),Payette,ID,83661-5420,"Corporate Entity, Federal Tax Exempt",13,13,3
H80CS12881,NORTH SIDE CHRISTIAN HEALTH CENTER,Federally Qualified Health Center (FQHC),Pittsburgh,PA,15212-4915,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS29030,GRANT COUNTY HOSPITAL DISTRICT 5,Federally Qualified Health Center (FQHC),Mattawa,WA,99349-5116,Other,5,5,1
H80CS00295,"HEALTHFIRST FAMILY CARE CENTER, INC.",Federally Qualified Health Center (FQHC),Franklin,NH,03235-2053,"Corporate Entity, Federal Tax Exempt",6,6,3
H80CS00411,"Health Care Partners of South Carolina, Inc.",Federally Qualified Health Center (FQHC),Conway,SC,29526-3086,"Corporate Entity, Federal Tax Exempt",11,11,3
H80CS00348,SU CLINICA FAMILIAR,Federally Qualified Health Center (FQHC),Harlingen,TX,78550-8911,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS02456,"WINDROSE HEALTH NETWORK, INC.",Federally Qualified Health Center (FQHC),Trafalgar,IN,46181-9515,"Corporate Entity, Federal Tax Exempt",7,7,3
H80CS26592,"COASTAL COMMUNITY HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Brunswick,GA,31525-0511,"Corporate Entity, Federal Tax Exempt",19,19,8
H80CS00327,SETTLEMENT HEALTH & MED,Federally Qualified Health Center (FQHC),New York,NY,10029-4007,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS26575,COMMUNITY HEALTH & WELLNESS PA,Federally Qualified Health Center (FQHC),West Liberty,OH,43357-9525,"Corporate Entity, Federal Tax Exempt",11,11,2
H80CS00598,SALUD INTEGRAL EN LA MONTANA INC,Federally Qualified Health Center (FQHC),Cedro Arriba,PR,00719,"Corporate Entity, Federal Tax Exempt",17,17,10
LALCS33110,TODOS PARA LA SALUD,Federally Qualified Health Center (FQHC) Look-Alike,FRESNO,CA,93726,NA,4,4,2
H80CS00243,OUTSIDE IN,Federally Qualified Health Center (FQHC),Portland,OR,97205-1703,"Corporate Entity, Federal Tax Exempt",5,5,2
H80CS26644,UTAH PARTNERS FOR HEALTH,Federally Qualified Health Center (FQHC),Midvale,UT,84047-7101,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS28986,"COMMUNITY MEDICAL WELLNESS CENTERS, USA",Federally Qualified Health Center (FQHC),Long Beach,CA,90813-5515,"Corporate Entity, Federal Tax Exempt",11,11,1
H80CS00406,"RURAL MEDICAL SERVICES, INC.",Federally Qualified Health Center (FQHC),Newport,TN,37821-3631,"Corporate Entity, Federal Tax Exempt",7,7,2
H80CS06664,BAY MILLS INDIAN COMMUNITY,Federally Qualified Health Center (FQHC),Brimley,MI,49715-9319,Other,7,7,1
H80CS29011,PACKARD HEALTH,Federally Qualified Health Center (FQHC),Ann Arbor,MI,48108-9561,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS08780,"DIVERSITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Hinesville,GA,31313-3750,"Corporate Entity, Federal Tax Exempt",9,9,3
H80CS06666,COMPREHENSIVE COMMUNITY ACTION INC,Federally Qualified Health Center (FQHC),Cranston,RI,02910-2903,"Corporate Entity, Federal Tax Exempt",8,8,2
H80CS00214,HIGH PLAINS COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Lamar,CO,81052-3939,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS01139,"PENINSULA COMMUNITY HEALTH SERVICES OF ALASKA, INC.",Federally Qualified Health Center (FQHC),Soldotna,AK,99669-7648,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00724,"COMMUNITY HEALTH AND SOCIAL SERVICES CENTER, INC",Federally Qualified Health Center (FQHC),Detroit,MI,48209-3185,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS01444,"CROSS ROAD HEALTH MINISTRIES, INC.",Federally Qualified Health Center (FQHC),Glennallen,AK,99588-0018,"Corporate Entity, Federal Tax Exempt",5,5,2
H80CS30713,ROSA CLARK MEDICAL CLINIC INC,Federally Qualified Health Center (FQHC),Seneca,SC,29672-9445,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS29456,"AGAPE COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Jacksonville,FL,32204-2410,"Corporate Entity, Federal Tax Exempt",7,7,1
LALCS33898,HAPPI HEALTH,Federally Qualified Health Center (FQHC) Look-Alike,HUNTSVILLE,AL,35801,NA,6,6,2
H80CS12888,LORAIN COUNTY HEALTH & DENTISTRY,Federally Qualified Health Center (FQHC),Lorain,OH,44052-3409,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS00218,Denver Health and Hospital Authority,Federally Qualified Health Center (FQHC),Denver,CO,80204-4597,U.S. Government Entity,42,42,1
LALCS40298,CELEBRATING LIFE COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,MISSION VIEJO,CA,92691,NA,14,14,2
H80CS06647,"EL PROYECTO DEL BARRIO, INC.",Federally Qualified Health Center (FQHC),Arleta,CA,91331-8021,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS06078,YAKIMA NEIGHBORHOOD HEALTH SERVICES,Federally Qualified Health Center (FQHC),Yakima,WA,98901-3020,"Corporate Entity, Federal Tax Exempt",13,13,1
LALCS00176,BRIGHTER BEGINNINGS,Federally Qualified Health Center (FQHC) Look-Alike,RICHMOND,CA,94804,NA,5,5,2
H80CS28365,CIRCLE THE CITY,Federally Qualified Health Center (FQHC),Phoenix,AZ,85013-3420,Other,10,10,1
H80CS26623,"OPERATION SAMAHAN, INC.",Federally Qualified Health Center (FQHC),Chula Vista,CA,91910-5707,"Corporate Entity, Federal Tax Exempt",12,12,1
H80CS00646,WAIMANALO HEALTH CENTER,Federally Qualified Health Center (FQHC),Waimanalo,HI,96795-1247,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00753,DESERT SENITA COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Ajo,AZ,85321-2254,"Corporate Entity, Federal Tax Exempt",8,8,2
H80CS08744,GREAT SALT PLAINS HEALTH CENTER,Federally Qualified Health Center (FQHC),Cherokee,OK,73728-2545,"Corporate Entity, Federal Tax Exempt",11,11,4
H80CS00552,SEATTLE INDIAN HEALTH BOARD,Federally Qualified Health Center (FQHC),Seattle,WA,98144-2007,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS26569,"WABASH VALLEY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Terre Haute,IN,47807-1698,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS00160,"Open Door Family Medical Center, Inc.",Federally Qualified Health Center (FQHC),Ossining,NY,10562-4798,"Corporate Entity, Federal Tax Exempt",22,22,4
H80CS00776,KOKUA KALIHI VALLEY (COMPREHENSIVE FAMILY SERVICES),Federally Qualified Health Center (FQHC),Honolulu,HI,96819-2539,"Corporate Entity, Federal Tax Exempt",9,9,1
H80CS00591,BUCKSPORT REGIONAL HEALTH CENTER,Federally Qualified Health Center (FQHC),Bucksport,ME,04416-4612,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS28368,"SOUTHERN CALIFORNIA MEDICAL CENTER, INC.",Federally Qualified Health Center (FQHC),Van Nuys,CA,91411-1613,"Corporate Entity, Federal Tax Exempt",9,9,1
H80CS00016,PUBLIC HEALTH MANAGEMENT CORP,Federally Qualified Health Center (FQHC),Philadelphia,PA,19102-2100,"Corporate Entity, Federal Tax Exempt",15,15,1
H80CS30722,UNIVERSAL COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Los Angeles,CA,90021-3068,"Corporate Entity, Federal Tax Exempt",10,10,1
H80CS00617,PRESTON TAYLOR COMMUNITY HEALTH CENTERS INC,Federally Qualified Health Center (FQHC),Grafton,WV,26354-1242,"Corporate Entity, Federal Tax Exempt",11,11,4
H80CS00409,FAMILY HEALTH CENTERS,Federally Qualified Health Center (FQHC),Okanogan,WA,98840-9679,"Corporate Entity, Federal Tax Exempt",14,14,2
H80CS00531,"HENRY J. AUSTIN HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Trenton,NJ,08618-4794,"Corporate Entity, Federal Tax Exempt",11,11,1
H80CS00512,EAST GA HEALTHCARE CENTER,Federally Qualified Health Center (FQHC),Swainsboro,GA,30401-3530,"Corporate Entity, Federal Tax Exempt",25,25,11
LALCS31260,ASPIRE INDIANA HEALTH INC,Federally Qualified Health Center (FQHC) Look-Alike,NOBLESVILLE,IN,46060,NA,13,13,5
LALCS55529,B & D INTEGRATED HEALTH SERVICES,Federally Qualified Health Center (FQHC) Look-Alike,DURHAM,NC,27713,NA,3,3,2
H80CS29048,"BEHAVIORAL HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Gardena,CA,90249,"Corporate Entity, Federal Tax Exempt",9,9,2
H80CS00129,"EXCELTH, INCORPORATED",Federally Qualified Health Center (FQHC),New Orleans,LA,70112-4520,"Corporate Entity, Federal Tax Exempt",8,8,2
H80CS00093,GEORGIA MOUNTAINS HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Blue Ridge,GA,30513-4431,"Corporate Entity, Federal Tax Exempt",8,8,5
H80CS28990,"RIVERSIDE, COUNTY OF",Federally Qualified Health Center (FQHC),Riverside,CA,92503-3410,U.S. Government Entity,17,17,1
H80CS08769,PINES HEALTH SERVICES,Federally Qualified Health Center (FQHC),Caribou,ME,04736-3807,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00180,HARDIN COUNTY REGIONAL HEALTH CENTER,Federally Qualified Health Center (FQHC),Savannah,TN,38372-5219,"Corporate Entity, Federal Tax Exempt",6,6,3
H80CS26587,ST. HOPE FOUNDATION,Federally Qualified Health Center (FQHC),Houston,TX,77036-3300,"Corporate Entity, Federal Tax Exempt",7,7,4
H80CS00765,AMPLA HEALTH,Federally Qualified Health Center (FQHC),Yuba City,CA,95991-4217,"Corporate Entity, Federal Tax Exempt",23,23,6
H80CS06643,SQUIRREL HILL HEALTH CENTER,Federally Qualified Health Center (FQHC),Pittsburgh,PA,15217-2917,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00642,DFD RUSSELL MEDICAL CENTER INC,Federally Qualified Health Center (FQHC),Leeds,ME,04263-3448,"Corporate Entity, Federal Tax Exempt",3,3,2
H80CS08239,PRAIRIESTAR HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Hutchinson,KS,67502-1242,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS00508,COOS COUNTY FAMILY HEALTH SERVICES,Federally Qualified Health Center (FQHC),Berlin,NH,03570-2006,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS00881,CHRIST COMMUNITY HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Memphis,TN,38112-4426,"Corporate Entity, Federal Tax Exempt",15,15,2
H80CS29008,"Mobile Medical Care, Inc.",Federally Qualified Health Center (FQHC),Rockville,MD,20852-1726,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS24157,"FOOTHILLS COMMUNITY HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Clemson,SC,29631-3157,"Corporate Entity, Not Federal Tax Exempt",7,7,2
H80CS00498,TRI-CITIES COMMUNITY HEALTH,Federally Qualified Health Center (FQHC),Pasco,WA,99301-4175,"Corporate Entity, Federal Tax Exempt",11,11,2
H80CS00435,"Hamilton Community Health Network, Inc.",Federally Qualified Health Center (FQHC),Flint,MI,48502-1641,"Corporate Entity, Federal Tax Exempt",12,12,3
H80CS00656,"NEOMED CENTER, INC",Federally Qualified Health Center (FQHC),Caguas,PR,00725,"Corporate Entity, Federal Tax Exempt",10,10,6
H80CS00799,"BUTTE-SILVER BOW PRIMARY HEALTH CARE CLINIC, INC",Federally Qualified Health Center (FQHC),Butte,MT,59701-2870,"Corporate Entity, Federal Tax Exempt",10,10,3
H80CS26572,MYCARE HEALTH CENTER,Federally Qualified Health Center (FQHC),Center Line,MI,48015,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS26624,POMONA COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Pomona,CA,91767-5822,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS08242,"FIRST CHOICE PRIMARY CARE, INC.",Federally Qualified Health Center (FQHC),Macon,GA,31201-3336,"Corporate Entity, Federal Tax Exempt",13,13,3
H80CS01440,SHINGLETOWN MEDICAL CENTER,Federally Qualified Health Center (FQHC),Shingletown,CA,96088-9462,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS00190,MIDMICHIGAN HEALTH SERVICES,Federally Qualified Health Center (FQHC),Houghton Lake,MI,48629-9602,"Corporate Entity, Federal Tax Exempt",12,12,5
H80CS29005,"PORTER-STARKE SERVICES, INC.",Federally Qualified Health Center (FQHC),Valparaiso,IN,46383-2512,"Corporate Entity, Federal Tax Exempt",6,6,2
LALCS53450,THE DAMIEN CENTER INC,Federally Qualified Health Center (FQHC) Look-Alike,Indianapolis,IN,46201,NA,2,2,1
H80CS04211,"Zufall Health Center, Inc.",Federally Qualified Health Center (FQHC),Dover,NJ,07801-3841,"Corporate Entity, Federal Tax Exempt",15,15,7
H80CS00852,HO-OLA LAHUI HAWAII INC,Federally Qualified Health Center (FQHC),Lihue,HI,96766-1805,"Corporate Entity, Federal Tax Exempt",14,14,1
H80CS00265,SOUTH CENTRAL FAMILY HEALTH CENTER,Federally Qualified Health Center (FQHC),Los Angeles,CA,90011-3629,"Corporate Entity, Federal Tax Exempt",15,15,1
H80CS28347,"GOOD SAMARITAN HEALTH & WELLNESS CENTER, INC.",Federally Qualified Health Center (FQHC),Jasper,GA,30143-1964,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS26598,MAURY REGIONAL HOSPITAL,Federally Qualified Health Center (FQHC),Columbia,TN,38401-4802,U.S. Government Entity,6,6,4
H80CS00579,"SOUTHWEST LOUISIANA PRIMARY HEALTH CARE CENTER, INC.",Federally Qualified Health Center (FQHC),Opelousas,LA,70570-5603,"Corporate Entity, Not Federal Tax Exempt",7,7,3
H80CS00537,"1ST CHOICE HEALTHCARE, INC.",Federally Qualified Health Center (FQHC),Corning,AR,72422-1716,"Corporate Entity, Federal Tax Exempt",9,9,6
H80CS24147,"COMMUNITY HEALTH AND DENTAL CARE, INC.",Federally Qualified Health Center (FQHC),Pottstown,PA,19465-7438,"Corporate Entity, Federal Tax Exempt",7,7,3
H80CS00178,"CENTRAL FLORIDA FAMILY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Sanford,FL,32771-5003,"Corporate Entity, Federal Tax Exempt",12,12,3
H80CS24196,FRIENDS OF FAMILY HEALTH CENTER,Federally Qualified Health Center (FQHC),La Habra,CA,90631-6047,"Corporate Entity, Federal Tax Exempt",5,5,3
H80CS00117,"Axess Family Services, Inc.",Federally Qualified Health Center (FQHC),Ravenna,OH,44266-2196,"Corporate Entity, Federal Tax Exempt",13,13,3
LALCS49105,"TRINITY FAMILY HEALTH, INC",Federally Qualified Health Center (FQHC) Look-Alike,CORBIN,KY,40701,NA,2,2,1
H80CS12884,OPEN DOOR HEALTH CENTER,Federally Qualified Health Center (FQHC),Mankato,MN,56001-5422,"Corporate Entity, Federal Tax Exempt",3,3,2
H80CS02458,"NORTHSHORE HEALTH CENTERS, INC",Federally Qualified Health Center (FQHC),Portage,IN,46368-7752,"Corporate Entity, Federal Tax Exempt",22,22,4
H80CS00299,"BRAZOS VALLEY COMMUNITY ACTION AGENCY, INC.",Federally Qualified Health Center (FQHC),College Station,TX,77840-2600,"Corporate Entity, Federal Tax Exempt",17,17,8
H80CS24130,CHESTNUT HEALTH SYSTEMS INC,Federally Qualified Health Center (FQHC),Bloomington,IL,61701-1429,"Corporate Entity, Federal Tax Exempt",8,8,3
H80CS08748,COMMUNITY HEALTH CENTER OF CENTRAL MISSOURI,Federally Qualified Health Center (FQHC),Jefferson City,MO,65101-2854,"Corporate Entity, Federal Tax Exempt",10,10,4
H80CS04218,SOLANO COUNTY HEALTH & SOCIAL SERVICES DEPARTMENT,Federally Qualified Health Center (FQHC),Fairfield,CA,94533-6804,U.S. Government Entity,8,8,1
H80CS00203,"LA ESPERANZA CLINIC, INC.",Federally Qualified Health Center (FQHC),San Angelo,TX,76901-4730,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00548,NEIGHBORHOOD HEALTH CLINICS,Federally Qualified Health Center (FQHC),Fort Wayne,IN,46802-5257,"Corporate Entity, Federal Tax Exempt",9,9,1
H80CS00802,HARRINGTON FAMILY HEALTH CENTER,Federally Qualified Health Center (FQHC),Harrington,ME,04643-3043,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS24101,ADAPT,Federally Qualified Health Center (FQHC),Roseburg,OR,97470-3090,"Corporate Entity, Federal Tax Exempt",10,10,3
H80CS00521,North Hudson Community Action Corporation,Federally Qualified Health Center (FQHC),Union City,NJ,07087-2428,"Corporate Entity, Federal Tax Exempt",11,11,3
H80CS26586,BEE BUSY WELLNESS CENTER,Federally Qualified Health Center (FQHC),Houston,TX,77031-2403,"Corporate Entity, Federal Tax Exempt",7,7,1
LALCS00146,"COMMUNITY MEDICAL AND DENTAL CARE, INC.",Federally Qualified Health Center (FQHC) Look-Alike,MONSEY,NY,10952,NA,3,3,1
LALCS35349,BEVERLYCARE,Federally Qualified Health Center (FQHC) Look-Alike,MONTEBELLO,CA,90640,NA,7,7,1
H80CS28202,HEALTH FIRST BLUEGRASS,Federally Qualified Health Center (FQHC),Lexington,KY,40503-1826,"Corporate Entity, Federal Tax Exempt",22,22,1
H80CS04226,HILL COUNTRY COMMUNITY CLINIC,Federally Qualified Health Center (FQHC),Bella Vista,CA,96008,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS00375,VIDA Y SALUD-HEALTH SYSTEMS INC,Federally Qualified Health Center (FQHC),Crystal City,TX,78839-4200,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS33641,SOUTHERN NEVADA HEALTH DIST,Federally Qualified Health Center (FQHC),Las Vegas,NV,89107-2936,U.S. Government Entity,3,3,1
